,geo,freq,obsTime,indicator,obsValue,unit
1535,SE33,6 years,2018,green urban area,6091784.860099435,square meters
1536,SE31,6 years,2018,green urban area,0.0,square meters
1537,SE32,6 years,2018,green urban area,0.0,square meters
1538,SE22,6 years,2018,green urban area,44753544.17990547,square meters
1539,SE122,6 years,2018,green urban area,0.0,square meters
1540,SE213,6 years,2018,green urban area,0.0,square meters
1541,SE232,6 years,2018,green urban area,39562911.40284131,square meters
1542,SE331,6 years,2018,green urban area,6091784.860099435,square meters
1543,SE322,6 years,2018,green urban area,0.0,square meters
1544,SE332,6 years,2018,green urban area,0.0,square meters
1545,SE124,6 years,2018,green urban area,11465808.54326816,square meters
1546,SE125,6 years,2018,green urban area,4565247.375393071,square meters
1547,SE123,6 years,2018,green urban area,16619316.91568411,square meters
1548,SE231,6 years,2018,green urban area,2221008.231712436,square meters
1549,SE321,6 years,2018,green urban area,0.0,square meters
1550,SE312,6 years,2018,green urban area,0.0,square meters
1551,SE221,6 years,2018,green urban area,0.0,square meters
1552,SE211,6 years,2018,green urban area,10124399.50222641,square meters
1553,SE313,6 years,2018,green urban area,0.0,square meters
1554,SE224,6 years,2018,green urban area,44753544.17990547,square meters
1555,SE311,6 years,2018,green urban area,0.0,square meters
1556,SE110,6 years,2018,green urban area,91624124.29718412,square meters
1557,SE121,6 years,2018,green urban area,11116437.15934043,square meters
1558,SE214,6 years,2018,green urban area,0.0,square meters
1559,SE212,6 years,2018,green urban area,0.0,square meters
1560,HU,6 years,2018,green urban area,116781041.7211533,square meters
1561,HU3,6 years,2018,green urban area,33343377.90571051,square meters
1562,HU2,6 years,2018,green urban area,35472268.38496164,square meters
1563,HU1,6 years,2018,green urban area,47965395.43048113,square meters
1564,HU22,6 years,2018,green urban area,12678179.22690658,square meters
1565,HU31,6 years,2018,green urban area,6698069.538152903,square meters
1566,HU23,6 years,2018,green urban area,6784196.274703776,square meters
1567,HU12,6 years,2018,green urban area,19499743.87889661,square meters
1568,HU11,6 years,2018,green urban area,28973179.02379233,square meters
1569,HU21,6 years,2018,green urban area,16009892.88335129,square meters
1570,HU32,6 years,2018,green urban area,11701562.69288621,square meters
1571,HU33,6 years,2018,green urban area,14943745.6746714,square meters
1572,HU110,6 years,2018,green urban area,28973179.02379233,square meters
1573,HU211,6 years,2018,green urban area,10115851.42342805,square meters
1574,HU212,6 years,2018,green urban area,3254253.519170674,square meters
1575,HU222,6 years,2018,green urban area,2243400.339479288,square meters
1576,HU223,6 years,2018,green urban area,2595502.492667351,square meters
1577,HU120,6 years,2018,green urban area,19499743.87889661,square meters
1578,HU213,6 years,2018,green urban area,2639787.940752562,square meters
1579,HU221,6 years,2018,green urban area,7839276.394759942,square meters
1580,HU231,6 years,2018,green urban area,3224508.818767241,square meters
1581,HU232,6 years,2018,green urban area,2945266.514438471,square meters
1582,HU313,6 years,2018,green urban area,46713.88523342758,square meters
1583,HU311,6 years,2018,green urban area,5506315.149751901,square meters
1584,HU331,6 years,2018,green urban area,4716531.49304082,square meters
1585,HU332,6 years,2018,green urban area,3447450.155028722,square meters
1586,HU312,6 years,2018,green urban area,1145040.503167575,square meters
1587,HU333,6 years,2018,green urban area,6779764.026601861,square meters
1588,HU321,6 years,2018,green urban area,6391942.947170069,square meters
1589,HU233,6 years,2018,green urban area,614420.9414980647,square meters
1590,HU322,6 years,2018,green urban area,2267883.323808163,square meters
1591,HU323,6 years,2018,green urban area,3068884.053410495,square meters
1592,CY,6 years,2018,green urban area,4844560.387005088,square meters
1593,CY0,6 years,2018,green urban area,4844560.387005088,square meters
1594,CY00,6 years,2018,green urban area,4844560.387005088,square meters
1595,CY000,6 years,2018,green urban area,4844560.387005088,square meters
1596,RS,6 years,2018,green urban area,45002988.92139432,square meters
1597,RS2,6 years,2018,green urban area,15662533.03521429,square meters
1598,RS1,6 years,2018,green urban area,29340455.88618003,square meters
1599,RS21,6 years,2018,green urban area,8089873.211845869,square meters
1600,RS12,6 years,2018,green urban area,10746987.04422423,square meters
1601,RS22,6 years,2018,green urban area,7572659.823368425,square meters
1602,RS11,6 years,2018,green urban area,18593468.84195581,square meters
1603,RS121,6 years,2018,green urban area,0.0,square meters
1604,RS122,6 years,2018,green urban area,1692513.565938963,square meters
1605,RS123,6 years,2018,green urban area,4166773.624483599,square meters
1606,RS226,6 years,2018,green urban area,0.0,square meters
1607,RS227,6 years,2018,green urban area,960153.7466946676,square meters
1608,RS217,6 years,2018,green urban area,1944389.909186622,square meters
1609,RS221,6 years,2018,green urban area,0.0,square meters
1610,RS223,6 years,2018,green urban area,0.0,square meters
1611,RS124,6 years,2018,green urban area,6431.953330973643,square meters
1612,RS224,6 years,2018,green urban area,1427448.276597982,square meters
1613,RS215,6 years,2018,green urban area,0.0,square meters
1614,RS216,6 years,2018,green urban area,1264514.446380816,square meters
1615,RS228,6 years,2018,green urban area,626053.4139900822,square meters
1616,RS229,6 years,2018,green urban area,420460.3703027606,square meters
1617,RS222,6 years,2018,green urban area,854617.1925872106,square meters
1618,RS110,6 years,2018,green urban area,18593468.84195581,square meters
1619,RS213,6 years,2018,green urban area,0.0,square meters
1620,RS214,6 years,2018,green urban area,1703019.099908008,square meters
1621,RS225,6 years,2018,green urban area,3283926.823195721,square meters
1622,RS218,6 years,2018,green urban area,2269251.17660844,square meters
1623,RS125,6 years,2018,green urban area,2412541.164728359,square meters
1624,RS126,6 years,2018,green urban area,1973369.991304429,square meters
1625,RS127,6 years,2018,green urban area,537876.2423033441,square meters
1626,RS211,6 years,2018,green urban area,0.0,square meters
1627,RS212,6 years,2018,green urban area,908698.5797619838,square meters
1628,HR,6 years,2018,green urban area,32216886.22352557,square meters
1629,HR0,6 years,2018,green urban area,32216886.22352557,square meters
1630,HR064,6 years,2018,green urban area,719363.2039543887,square meters
1631,HR02,6 years,2018,green urban area,3637181.867259236,square meters
1632,HR03,6 years,2018,green urban area,15004167.53981379,square meters
1633,HR024,6 years,2018,green urban area,970626.0412212756,square meters
1634,HR022,6 years,2018,green urban area,0.0,square meters
1635,HR023,6 years,2018,green urban area,0.0,square meters
1636,HR037,6 years,2018,green urban area,0.0,square meters
1637,HR033,6 years,2018,green urban area,1793344.412343933,square meters
1638,HR065,6 years,2018,green urban area,2469080.259630168,square meters
1639,HR062,6 years,2018,green urban area,33914.88985022343,square meters
1640,HR036,6 years,2018,green urban area,5614769.891393535,square meters
1641,HR027,6 years,2018,green urban area,51835.72762811768,square meters
1642,HR028,6 years,2018,green urban area,97139.41330501504,square meters
1643,HR025,6 years,2018,green urban area,2461914.50976928,square meters
1644,HR031,6 years,2018,green urban area,2256543.673234442,square meters
1645,HR026,6 years,2018,green urban area,64879.50019987544,square meters
1646,HR035,6 years,2018,green urban area,5239265.859475462,square meters
1647,HR034,6 years,2018,green urban area,100243.703366418,square meters
1648,HR063,6 years,2018,green urban area,0.0,square meters
1649,HR061,6 years,2018,green urban area,0.0,square meters
1650,HR021,6 years,2018,green urban area,0.0,square meters
1651,HR032,6 years,2018,green urban area,0.0,square meters
1652,HR050,6 years,2018,green urban area,10367053.34868922,square meters
1653,HR06,6 years,2018,green urban area,3222358.35343478,square meters
1654,HR05,6 years,2018,green urban area,10367053.34868922,square meters
1655,IE,6 years,2018,green urban area,75009890.85784507,square meters
1656,IE0,6 years,2018,green urban area,75009890.85784507,square meters
1657,IE06,6 years,2018,green urban area,63162282.715143,square meters
1658,IE04,6 years,2018,green urban area,2639413.856347555,square meters
1659,IE05,6 years,2018,green urban area,9208194.286354512,square meters
1660,IE053,6 years,2018,green urban area,6377538.48607512,square meters
1661,IE061,6 years,2018,green urban area,44270950.57749755,square meters
1662,IE051,6 years,2018,green urban area,1237012.452829387,square meters
1663,IE063,6 years,2018,green urban area,0.0,square meters
1664,IE041,6 years,2018,green urban area,0.0,square meters
1665,IE062,6 years,2018,green urban area,19627115.21662883,square meters
1666,IE042,6 years,2018,green urban area,2639413.856347555,square meters
1667,IE052,6 years,2018,green urban area,1633862.014319379,square meters
1668,LT,6 years,2018,green urban area,82944730.40406409,square meters
1669,LT0,6 years,2018,green urban area,82944730.40406409,square meters
1670,LT02,6 years,2018,green urban area,43354979.70160519,square meters
1671,LT01,6 years,2018,green urban area,39589750.7024589,square meters
1672,LT026,6 years,2018,green urban area,4063175.678967839,square meters
1673,LT027,6 years,2018,green urban area,0.0,square meters
1674,LT021,6 years,2018,green urban area,989818.3109411562,square meters
1675,LT025,6 years,2018,green urban area,6634243.82540932,square meters
1676,LT022,6 years,2018,green urban area,28842967.48660499,square meters
1677,LT023,6 years,2018,green urban area,2824774.399681886,square meters
1678,LT024,6 years,2018,green urban area,0.0,square meters
1679,LT028,6 years,2018,green urban area,0.0,square meters
1680,LT029,6 years,2018,green urban area,0.0,square meters
1681,LT011,6 years,2018,green urban area,39589750.7024589,square meters
1682,NL,6 years,2018,green urban area,374367732.0317136,square meters
1683,NL4,6 years,2018,green urban area,67211238.9813198,square meters
1684,NL3,6 years,2018,green urban area,191337192.1347014,square meters
1685,NL2,6 years,2018,green urban area,85899618.22168037,square meters
1686,NL1,6 years,2018,green urban area,29976237.5702192,square meters
1687,NL12,6 years,2018,green urban area,6487552.113827506,square meters
1688,NL13,6 years,2018,green urban area,5119624.976073695,square meters
1689,NL11,6 years,2018,green urban area,19376485.49727391,square meters
1690,NL41,6 years,2018,green urban area,46303836.31857941,square meters
1691,NL42,6 years,2018,green urban area,20907402.66274041,square meters
1692,NL22,6 years,2018,green urban area,35834936.86089787,square meters
1693,NL34,6 years,2018,green urban area,3155045.899894793,square meters
1694,NL23,6 years,2018,green urban area,20753290.67831815,square meters
1695,NL31,6 years,2018,green urban area,32384183.02486646,square meters
1696,NL32,6 years,2018,green urban area,63962188.65192626,square meters
1697,NL33,6 years,2018,green urban area,93562435.18618168,square meters
1698,NL21,6 years,2018,green urban area,29323114.96773362,square meters
1699,NL423,6 years,2018,green urban area,15967282.27030563,square meters
1700,NL414,6 years,2018,green urban area,15587097.38633761,square meters
1701,NL111,6 years,2018,green urban area,2374057.238078484,square meters
1702,NL112,6 years,2018,green urban area,2658417.835187509,square meters
1703,NL421,6 years,2018,green urban area,4783381.05577145,square meters
1704,NL422,6 years,2018,green urban area,156739.3366633363,square meters
1705,NL310,6 years,2018,green urban area,32384183.02486646,square meters
1706,NL323,6 years,2018,green urban area,4622936.059479939,square meters
1707,NL324,6 years,2018,green urban area,4543898.914831332,square meters
1708,NL325,6 years,2018,green urban area,2361099.165244399,square meters
1709,NL327,6 years,2018,green urban area,5458309.98161879,square meters
1710,NL328,6 years,2018,green urban area,9545997.460390592,square meters
1711,NL225,6 years,2018,green urban area,565925.2216890322,square meters
1712,NL226,6 years,2018,green urban area,22139060.01161793,square meters
1713,NL230,6 years,2018,green urban area,20753290.67831815,square meters
1714,NL321,6 years,2018,green urban area,5974559.467517802,square meters
1715,NL224,6 years,2018,green urban area,803153.6133973037,square meters
1716,NL113,6 years,2018,green urban area,14344010.42400792,square meters
1717,NL124,6 years,2018,green urban area,6487552.113827506,square meters
1718,NL125,6 years,2018,green urban area,0.0,square meters
1719,NL126,6 years,2018,green urban area,0.0,square meters
1720,NL132,6 years,2018,green urban area,0.0,square meters
1721,NL133,6 years,2018,green urban area,0.0,square meters
1722,NL211,6 years,2018,green urban area,11325102.56907827,square meters
1723,NL212,6 years,2018,green urban area,4723601.956387586,square meters
1724,NL213,6 years,2018,green urban area,13286576.2182827,square meters
1725,NL221,6 years,2018,green urban area,12380387.70480572,square meters
1726,NL412,6 years,2018,green urban area,9146805.04776178,square meters
1727,NL329,6 years,2018,green urban area,32545141.62411276,square meters
1728,NL332,6 years,2018,green urban area,26954004.91695841,square meters
1729,NL333,6 years,2018,green urban area,5874806.452008962,square meters
1730,NL337,6 years,2018,green urban area,7072369.315487639,square meters
1731,NL33A,6 years,2018,green urban area,8289575.193321929,square meters
1732,NL33B,6 years,2018,green urban area,7951541.62575269,square meters
1733,NL33C,6 years,2018,green urban area,42977190.54596274,square meters
1734,NL341,6 years,2018,green urban area,0.0,square meters
1735,NL342,6 years,2018,green urban area,3155045.899894793,square meters
1736,NL411,6 years,2018,green urban area,12693604.06228648,square meters
1737,NL413,6 years,2018,green urban area,9086192.930049485,square meters
1738,NL131,6 years,2018,green urban area,5119624.976073695,square meters
1739,IT,6 years,2018,green urban area,304121048.5654175,square meters
1740,ITH,6 years,2018,green urban area,64915655.28751103,square meters
1741,ITF,6 years,2018,green urban area,41325131.77023137,square meters
1742,ITI,6 years,2018,green urban area,73504645.96823922,square meters
1743,ITC,6 years,2018,green urban area,108665537.0197698,square meters
1744,ITG,6 years,2018,green urban area,15710078.51966591,square meters
1745,ITG2,6 years,2018,green urban area,4823037.796091432,square meters
1746,ITH1,6 years,2018,green urban area,838548.2607233007,square meters
1747,ITH4,6 years,2018,green urban area,5328096.558339338,square meters
1748,ITI1,6 years,2018,green urban area,17094658.07164439,square meters
1749,ITI2,6 years,2018,green urban area,3305485.684507363,square meters
1750,ITH5,6 years,2018,green urban area,35892220.01929283,square meters
1751,ITG1,6 years,2018,green urban area,10887040.72357448,square meters
1752,ITI4,6 years,2018,green urban area,49726937.72135919,square meters
1753,ITH3,6 years,2018,green urban area,21495661.43856985,square meters
1754,ITH2,6 years,2018,green urban area,1361129.010585699,square meters
1755,ITF5,6 years,2018,green urban area,1132573.36793294,square meters
1756,ITF6,6 years,2018,green urban area,2240015.725949582,square meters
1757,ITC3,6 years,2018,green urban area,4653350.034664792,square meters
1758,ITC2,6 years,2018,green urban area,0.0,square meters
1759,ITF1,6 years,2018,green urban area,2440296.589119762,square meters
1760,ITF2,6 years,2018,green urban area,732421.751949532,square meters
1761,ITC4,6 years,2018,green urban area,77044318.96657859,square meters
1762,ITF3,6 years,2018,green urban area,22058164.23499049,square meters
1763,ITC1,6 years,2018,green urban area,26967868.01852647,square meters
1764,ITI3,6 years,2018,green urban area,3377564.490728273,square meters
1765,ITF4,6 years,2018,green urban area,12721660.10028906,square meters
1766,ITH34,6 years,2018,green urban area,2273703.547590552,square meters
1767,ITG2E,6 years,2018,green urban area,0.0,square meters
1768,ITG11,6 years,2018,green urban area,324936.0351014592,square meters
1769,ITH36,6 years,2018,green urban area,4811674.554996792,square meters
1770,ITH37,6 years,2018,green urban area,55769.0409550745,square meters
1771,ITC13,6 years,2018,green urban area,0.0,square meters
1772,ITG16,6 years,2018,green urban area,0.0,square meters
1773,ITG17,6 years,2018,green urban area,2852823.770381925,square meters
1774,ITG18,6 years,2018,green urban area,559104.9245577583,square meters
1775,ITC17,6 years,2018,green urban area,1171831.525801049,square meters
1776,ITI32,6 years,2018,green urban area,2855764.030311682,square meters
1777,ITC14,6 years,2018,green urban area,0.0,square meters
1778,ITC15,6 years,2018,green urban area,1185393.098001656,square meters
1779,ITF45,6 years,2018,green urban area,1304634.931618705,square meters
1780,ITC16,6 years,2018,green urban area,0.0,square meters
1781,ITI33,6 years,2018,green urban area,0.0,square meters
1782,ITI34,6 years,2018,green urban area,0.0,square meters
1783,ITI35,6 years,2018,green urban area,0.0,square meters
1784,ITI41,6 years,2018,green urban area,851268.5163928895,square meters
1785,ITH41,6 years,2018,green urban area,1200167.733323519,square meters
1786,ITH42,6 years,2018,green urban area,1846752.632302402,square meters
1787,ITI22,6 years,2018,green urban area,999336.8331926065,square meters
1788,ITI31,6 years,2018,green urban area,521800.4604165913,square meters
1789,ITI1A,6 years,2018,green urban area,1568902.384786375,square meters
1790,ITI21,6 years,2018,green urban area,2306148.851314757,square meters
1791,ITF14,6 years,2018,green urban area,158690.4961056806,square meters
1792,ITF33,6 years,2018,green urban area,16544853.5433158,square meters
1793,ITF34,6 years,2018,green urban area,1335503.650345266,square meters
1794,ITH20,6 years,2018,green urban area,1361129.010585699,square meters
1795,ITH31,6 years,2018,green urban area,4395387.902653742,square meters
1796,ITI14,6 years,2018,green urban area,9280448.2712753,square meters
1797,ITI15,6 years,2018,green urban area,1288455.696688828,square meters
1798,ITI18,6 years,2018,green urban area,1568995.429585434,square meters
1799,ITI19,6 years,2018,green urban area,0.0,square meters
1800,ITH32,6 years,2018,green urban area,1673246.266015135,square meters
1801,ITH33,6 years,2018,green urban area,0.0,square meters
1802,ITC46,6 years,2018,green urban area,4716828.063765585,square meters
1803,ITC48,6 years,2018,green urban area,2379148.009248546,square meters
1804,ITF21,6 years,2018,green urban area,0.0,square meters
1805,ITF22,6 years,2018,green urban area,732421.751949532,square meters
1806,ITF31,6 years,2018,green urban area,2808799.28257584,square meters
1807,ITI12,6 years,2018,green urban area,0.0,square meters
1808,ITF46,6 years,2018,green urban area,1151128.272753689,square meters
1809,ITF47,6 years,2018,green urban area,4231781.13777429,square meters
1810,ITF48,6 years,2018,green urban area,958335.820030143,square meters
1811,ITC11,6 years,2018,green urban area,23049512.21628897,square meters
1812,ITF61,6 years,2018,green urban area,528607.3083483572,square meters
1813,ITC49,6 years,2018,green urban area,1373980.022409536,square meters
1814,ITF62,6 years,2018,green urban area,0.0,square meters
1815,ITC4B,6 years,2018,green urban area,0.0,square meters
1816,ITC47,6 years,2018,green urban area,4969226.167551947,square meters
1817,ITF65,6 years,2018,green urban area,958378.1164248552,square meters
1818,ITC42,6 years,2018,green urban area,3798188.85772518,square meters
1819,ITC43,6 years,2018,green urban area,2871626.4322543,square meters
1820,ITC44,6 years,2018,green urban area,0.0,square meters
1821,ITF63,6 years,2018,green urban area,753030.3011763698,square meters
1822,ITF64,6 years,2018,green urban area,0.0,square meters
1823,ITF35,6 years,2018,green urban area,1443062.270527116,square meters
1824,ITF43,6 years,2018,green urban area,4210294.151204878,square meters
1825,ITF44,6 years,2018,green urban area,865485.7869073558,square meters
1826,ITF51,6 years,2018,green urban area,897671.886173974,square meters
1827,ITF52,6 years,2018,green urban area,234901.4817589656,square meters
1828,ITI11,6 years,2018,green urban area,1840947.586225593,square meters
1829,ITC4A,6 years,2018,green urban area,2461280.245144492,square meters
1830,ITG12,6 years,2018,green urban area,5022484.713374154,square meters
1831,ITC4C,6 years,2018,green urban area,39364533.77898932,square meters
1832,ITC4D,6 years,2018,green urban area,9666778.77346205,square meters
1833,ITF11,6 years,2018,green urban area,985549.2700211518,square meters
1834,ITI13,6 years,2018,green urban area,129529.7497091808,square meters
1835,ITI16,6 years,2018,green urban area,569262.9179906121,square meters
1836,ITI17,6 years,2018,green urban area,1040842.704752459,square meters
1837,ITG2H,6 years,2018,green urban area,249090.7975348523,square meters
1838,ITF12,6 years,2018,green urban area,0.0,square meters
1839,ITG13,6 years,2018,green urban area,845721.4063539166,square meters
1840,ITF32,6 years,2018,green urban area,0.0,square meters
1841,ITH35,6 years,2018,green urban area,8398474.638141643,square meters
1842,ITF13,6 years,2018,green urban area,1296056.822992929,square meters
1843,ITH53,6 years,2018,green urban area,2963287.44254282,square meters
1844,ITH58,6 years,2018,green urban area,1407193.371290109,square meters
1845,ITH59,6 years,2018,green urban area,1584986.176230112,square meters
1846,ITC20,6 years,2018,green urban area,0.0,square meters
1847,ITC31,6 years,2018,green urban area,0.0,square meters
1848,ITC18,6 years,2018,green urban area,1561131.178434799,square meters
1849,ITG19,6 years,2018,green urban area,789782.6732662336,square meters
1850,ITC12,6 years,2018,green urban area,0.0,square meters
1851,ITC32,6 years,2018,green urban area,577857.4130308231,square meters
1852,ITH54,6 years,2018,green urban area,9072388.523664327,square meters
1853,ITH55,6 years,2018,green urban area,11695094.22655672,square meters
1854,ITI44,6 years,2018,green urban area,1387110.958454108,square meters
1855,ITG2D,6 years,2018,green urban area,969440.7879185427,square meters
1856,ITH10,6 years,2018,green urban area,838548.2607233007,square meters
1857,ITG14,6 years,2018,green urban area,0.0,square meters
1858,ITG15,6 years,2018,green urban area,492187.2005390347,square meters
1859,ITH57,6 years,2018,green urban area,1199557.198688558,square meters
1860,ITI42,6 years,2018,green urban area,89560.3869185183,square meters
1861,ITI43,6 years,2018,green urban area,47343205.2939083,square meters
1862,ITH43,6 years,2018,green urban area,0.0,square meters
1863,ITH44,6 years,2018,green urban area,2281176.192713417,square meters
1864,ITH51,6 years,2018,green urban area,1886327.469646258,square meters
1865,ITC33,6 years,2018,green urban area,2901445.472318798,square meters
1866,ITC34,6 years,2018,green urban area,1174047.149315171,square meters
1867,ITI45,6 years,2018,green urban area,112380.7848984564,square meters
1868,ITH52,6 years,2018,green urban area,3879959.896193703,square meters
1869,ITC41,6 years,2018,green urban area,6365002.814893402,square meters
1870,ITG2G,6 years,2018,green urban area,0.0,square meters
1871,ITH56,6 years,2018,green urban area,2203425.714480225,square meters
1872,ITG2F,6 years,2018,green urban area,3604506.210638037,square meters
1873,EL,6 years,2018,green urban area,41980085.28756385,square meters
1874,EL5,6 years,2018,green urban area,6142817.467439464,square meters
1875,EL4,6 years,2018,green urban area,370540.4592085977,square meters
1876,EL3,6 years,2018,green urban area,30158986.05772923,square meters
1877,EL6,6 years,2018,green urban area,5307741.303186558,square meters
1878,EL53,6 years,2018,green urban area,0.0,square meters
1879,EL64,6 years,2018,green urban area,0.0,square meters
1880,EL54,6 years,2018,green urban area,1277970.390293801,square meters
1881,EL43,6 years,2018,green urban area,370540.4592085977,square meters
1882,EL65,6 years,2018,green urban area,391602.0294715925,square meters
1883,EL30,6 years,2018,green urban area,30158986.05772923,square meters
1884,EL51,6 years,2018,green urban area,485896.3585158222,square meters
1885,EL41,6 years,2018,green urban area,0.0,square meters
1886,EL62,6 years,2018,green urban area,0.0,square meters
1887,EL63,6 years,2018,green urban area,2746306.295020814,square meters
1888,EL61,6 years,2018,green urban area,2169832.978694152,square meters
1889,EL52,6 years,2018,green urban area,4378950.718629841,square meters
1890,EL42,6 years,2018,green urban area,0.0,square meters
1891,EL623,6 years,2018,green urban area,0.0,square meters
1892,EL624,6 years,2018,green urban area,0.0,square meters
1893,EL521,6 years,2018,green urban area,0.0,square meters
1894,EL613,6 years,2018,green urban area,630816.7769583073,square meters
1895,EL431,6 years,2018,green urban area,370540.4592085977,square meters
1896,EL542,6 years,2018,green urban area,0.0,square meters
1897,EL543,6 years,2018,green urban area,1277970.390293801,square meters
1898,EL307,6 years,2018,green urban area,1404128.211806249,square meters
1899,EL434,6 years,2018,green urban area,0.0,square meters
1900,EL511,6 years,2018,green urban area,0.0,square meters
1901,EL512,6 years,2018,green urban area,0.0,square meters
1902,EL622,6 years,2018,green urban area,0.0,square meters
1903,EL523,6 years,2018,green urban area,0.0,square meters
1904,EL524,6 years,2018,green urban area,0.0,square meters
1905,EL525,6 years,2018,green urban area,0.0,square meters
1906,EL526,6 years,2018,green urban area,0.0,square meters
1907,EL432,6 years,2018,green urban area,0.0,square meters
1908,EL652,6 years,2018,green urban area,0.0,square meters
1909,EL433,6 years,2018,green urban area,0.0,square meters
1910,EL651,6 years,2018,green urban area,0.0,square meters
1911,EL642,6 years,2018,green urban area,0.0,square meters
1912,EL653,6 years,2018,green urban area,391602.0294715925,square meters
1913,EL645,6 years,2018,green urban area,0.0,square meters
1914,EL527,6 years,2018,green urban area,0.0,square meters
1915,EL531,6 years,2018,green urban area,0.0,square meters
1916,EL612,6 years,2018,green urban area,1539016.201735845,square meters
1917,EL621,6 years,2018,green urban area,0.0,square meters
1918,EL533,6 years,2018,green urban area,0.0,square meters
1919,EL522,6 years,2018,green urban area,4378950.718629841,square meters
1920,EL631,6 years,2018,green urban area,0.0,square meters
1921,EL611,6 years,2018,green urban area,0.0,square meters
1922,EL411,6 years,2018,green urban area,0.0,square meters
1923,EL532,6 years,2018,green urban area,0.0,square meters
1924,EL632,6 years,2018,green urban area,2746306.295020814,square meters
1925,EL633,6 years,2018,green urban area,0.0,square meters
1926,EL303,6 years,2018,green urban area,9911866.090245835,square meters
1927,EL515,6 years,2018,green urban area,485896.3585158222,square meters
1928,EL641,6 years,2018,green urban area,0.0,square meters
1929,EL643,6 years,2018,green urban area,0.0,square meters
1930,EL644,6 years,2018,green urban area,0.0,square meters
1931,EL541,6 years,2018,green urban area,0.0,square meters
1932,EL513,6 years,2018,green urban area,0.0,square meters
1933,EL514,6 years,2018,green urban area,0.0,square meters
1934,EL301,6 years,2018,green urban area,9907162.465192314,square meters
1935,EL302,6 years,2018,green urban area,2203621.158330347,square meters
1936,EL304,6 years,2018,green urban area,2440487.232597637,square meters
1937,EL413,6 years,2018,green urban area,0.0,square meters
1938,EL305,6 years,2018,green urban area,7062840.648001891,square meters
1939,EL306,6 years,2018,green urban area,721774.1856489093,square meters
1940,EL412,6 years,2018,green urban area,0.0,square meters
1941,EL421,6 years,2018,green urban area,0.0,square meters
1942,EL422,6 years,2018,green urban area,0.0,square meters
1943,RO,6 years,2018,green urban area,58980841.16122799,square meters
1944,RO4,6 years,2018,green urban area,10142228.34276635,square meters
1945,RO2,6 years,2018,green urban area,13804654.16959093,square meters
1946,RO1,6 years,2018,green urban area,12452121.68235721,square meters
1947,RO3,6 years,2018,green urban area,22581836.96651351,square meters
1948,RO21,6 years,2018,green urban area,6637121.445759131,square meters
1949,RO31,6 years,2018,green urban area,5226054.893566494,square meters
1950,RO22,6 years,2018,green urban area,7167532.723831798,square meters
1951,RO12,6 years,2018,green urban area,5893062.893531589,square meters
1952,RO11,6 years,2018,green urban area,6559058.788825626,square meters
1953,RO32,6 years,2018,green urban area,17374122.90117958,square meters
1954,RO41,6 years,2018,green urban area,4633119.540577777,square meters
1955,RO42,6 years,2018,green urban area,5509108.802188576,square meters
1956,RO122,6 years,2018,green urban area,2198487.552105987,square meters
1957,RO424,6 years,2018,green urban area,2794500.486652424,square meters
1958,RO317,6 years,2018,green urban area,0.0,square meters
1959,RO221,6 years,2018,green urban area,1360166.13920168,square meters
1960,RO316,6 years,2018,green urban area,2349289.052524732,square meters
1961,RO321,6 years,2018,green urban area,13507695.85683115,square meters
1962,RO123,6 years,2018,green urban area,0.0,square meters
1963,RO216,6 years,2018,green urban area,420167.7724502055,square meters
1964,RO312,6 years,2018,green urban area,615427.5087017443,square meters
1965,RO414,6 years,2018,green urban area,450005.7272660751,square meters
1966,RO313,6 years,2018,green urban area,434756.3027352215,square meters
1967,RO415,6 years,2018,green urban area,333684.3390701123,square meters
1968,RO112,6 years,2018,green urban area,249615.8223531992,square meters
1969,RO113,6 years,2018,green urban area,2317081.112366511,square meters
1970,RO314,6 years,2018,green urban area,459122.7921791569,square meters
1971,RO315,6 years,2018,green urban area,0.0,square meters
1972,RO213,6 years,2018,green urban area,1782502.093484744,square meters
1973,RO211,6 years,2018,green urban area,1640205.940401856,square meters
1974,RO111,6 years,2018,green urban area,2044466.831408508,square meters
1975,RO212,6 years,2018,green urban area,522439.6037895154,square meters
1976,RO226,6 years,2018,green urban area,413195.9470311988,square meters
1977,RO311,6 years,2018,green urban area,1367459.237425639,square meters
1978,RO322,6 years,2018,green urban area,4730390.951482642,square meters
1979,RO411,6 years,2018,green urban area,2580732.782413065,square meters
1980,RO121,6 years,2018,green urban area,1026021.57585205,square meters
1981,RO124,6 years,2018,green urban area,0.0,square meters
1982,RO214,6 years,2018,green urban area,920579.6937978282,square meters
1983,RO215,6 years,2018,green urban area,1351226.341834982,square meters
1984,RO114,6 years,2018,green urban area,623657.5234785974,square meters
1985,RO115,6 years,2018,green urban area,1324237.499218811,square meters
1986,RO222,6 years,2018,green urban area,806772.9086229183,square meters
1987,RO223,6 years,2018,green urban area,2580809.840810903,square meters
1988,RO421,6 years,2018,green urban area,2714608.315536152,square meters
1989,RO422,6 years,2018,green urban area,0.0,square meters
1990,RO423,6 years,2018,green urban area,0.0,square meters
1991,RO116,6 years,2018,green urban area,0.0,square meters
1992,RO224,6 years,2018,green urban area,1391497.50151841,square meters
1993,RO225,6 years,2018,green urban area,615090.3866466875,square meters
1994,RO412,6 years,2018,green urban area,525335.0049651269,square meters
1995,RO125,6 years,2018,green urban area,899855.8115055357,square meters
